unique_id,recovered_label,match_source,cwe_id,source_project
73752,0,linevul_key,,illumos-gate
54196,0,linevul_key,,linux
169124,0,linevul_key,,Chrome
109551,0,linevul_key,,
78906,0,linevul_key,,linux
169746,0,linevul_key,,Chrome
145939,0,linevul_key,,Chrome
154252,0,linevul_key,,Chrome
38512,0,linevul_key,,linux
96336,0,linevul_key,,kvm-guest-drivers-windows
123788,0,linevul_key,,Chrome
185961,1,linevul_key,CWE-94,Chrome
158921,0,linevul_key,,Chrome
28508,0,linevul_key,,linux
83192,0,linevul_key,,mruby
111482,0,linevul_key,,Chrome
35780,0,linevul_key,,linux
137451,0,linevul_key,,Chrome
145716,0,linevul_key,,Chrome
113535,0,linevul_key,,Chrome
163328,0,linevul_key,,
10336,0,linevul_key,,savannah
99329,0,linevul_key,,Chrome
120922,0,linevul_key,,Chrome
146584,0,linevul_key,,Chrome
164683,0,linevul_key,,Chrome
146404,0,linevul_key,,Chrome
25240,0,linevul_key,,
157744,0,linevul_key,,
122434,0,linevul_key,,Chrome
111495,0,linevul_key,,Chrome
63007,0,linevul_key,,linux
104976,0,linevul_key,,Chrome
157963,0,linevul_key,,Chrome
119849,0,linevul_key,,Chrome
154658,0,linevul_key,,
150349,0,linevul_key,,Chrome
81848,0,linevul_key,,wolfssl
27200,0,linevul_key,,nspluginwrapper
84129,0,linevul_key,,linux
58019,0,linevul_key,,linux
88033,0,linevul_key,,linux
64809,0,linevul_key,,linux
6158,0,linevul_key,,openssl
127755,0,linevul_key,,Chrome
73161,0,linevul_key,,tor
1981,0,linevul_key,,spice
45141,0,linevul_key,,httpd
4741,0,linevul_key,,accountsservice
1591,0,linevul_key,,savannah
147185,0,linevul_key,,Chrome
86705,0,linevul_key,,linux
46166,0,linevul_key,,linux
28360,0,linevul_key,,linux
85178,0,linevul_key,,linux
107759,0,linevul_key,,Chrome
75324,0,linevul_key,,stb
74494,0,linevul_key,,linux
126819,0,linevul_key,,
61734,0,linevul_key,,linux
41293,0,linevul_key,,linux
9175,0,linevul_key,,qemu
43891,0,linevul_key,,libarchive
121151,0,linevul_key,,
177532,0,linevul_key,,
18009,0,linevul_key,,ghostscript
178042,1,linevul_key,CWE-264,php
106273,0,linevul_key,,Chrome
